x,mean periodic,std periodic,periodic 0,periodic 1,k at 0 periodic,k at 1.5 periodic,k at -1 periodic,mean gaussian,std gaussian,gaussian 0,gaussian 1,k at 0 gaussian,k at 1.5 gaussian,k at -1 gaussian,mean exponential,std exponential,exponential 0,exponential 1,k at 0 exponential,k at 1.5 exponential,k at -1 exponential,mean linear,std linear,linear 0,linear 1,k at 0 linear,k at 1.5 linear,k at -1 linear
-3.0,0.40836499065677345,0.04743128904725191,0.39015612082630907,0.34729367510429565,0.04743128904725191,0.04743128904725191,0.0474312890472518,-0.1815077721521588,0.08583237172586278,-0.10158083387480032,-0.048659439179979586,0.08583237172586278,0.08583237172586278,0.0007035432696230761,-0.06782243499638446,0.08976262356862341,0.23977001124475483,-0.5332908643592658,0.08976262356862341,0.08976262356862341,2.2313989734516065e-08,-0.7052323332042879,0.052483053716173345,-0.9767294254333114,-0.4738415120315568,0.052483053716173345,0.052483053716173345,-0.03610820960864203
-2.979933110367893,0.389971427422743,0.048949861257454264,0.3362454272862873,0.3866764300335486,0.04738580358029365,0.04738580358029365,0.04738580358029365,-0.21814541594185485,0.08397738889580109,-0.1178808316588082,-0.08140968718261787,0.08480878906033573,0.08480878906033573,0.0007489265268411279,-0.09641870068080748,0.12435483525023427,0.15906845944709508,-0.718755195790693,0.08747315272548506,0.08747315272548506,3.172233343368136e-08,-0.7013535986223849,0.05189317254445314,-0.9714797768639343,-0.4714872831522303,0.052186761865243625,0.052186761865243625,-0.03559644746644608
-2.959866220735786,0.36913825891388335,0.05346432972179427,0.2851118336006421,0.42641482319417795,0.04724124949389996,0.04724124949389996,0.04724124949389996,-0.2552480942113962,0.08239605816699525,-0.1351065414234684,-0.11467540497831422,0.08373648237868514,0.08373648237868514,0.0007911681618933442,-0.12505379355624335,0.1571301232911939,-0.11632310370481652,-0.7630635665831038,0.08521890675869703,0.08521890675869703,4.114345151205734e-08,-0.6974748640412992,0.051308696393505215,-0.9662329244480432,-0.46913336798124217,0.05189047001442759,0.05189047001442759,-0.03508468532419329
-2.939799331103679,0.3458433283545763,0.06089994873528548,0.23693863616502747,0.46603378145190183,0.04699859026137576,0.04699859026137576,0.04699859026137554,-0.2927748602979257,0.08107047091209418,-0.15323475549227536,-0.14842013796924267,0.08261665647300898,0.08261665647300898,0.0008300640307570073,-0.1537392447905351,0.188141286597709,0.21119124126562663,-1.3009928942727762,0.08299897789789867,0.08299897789789867,5.058113779383977e-08,-0.6935961294593959,0.05072962553680327,-0.9609839885601686,-0.46677871170634166,0.051594178163554716,0.051594178163554716,-0.03457292318205418
-2.919732441471572,0.3200752030878084,0.07113253870589975,0.19184524651655685,0.5050449587743815,0.04665941149017416,0.04665941149017416,0.04665941149017394,-0.33068340043524785,0.07998241338123468,-0.17224096609694078,-0.18260630186640756,0.08145059554137835,0.08145059554137835,0.0008654139357374747,-0.18248660583051268,0.21743828218314676,-0.20198886985607808,-1.4546584499569315,0.08081247219200649,0.08081247219200649,6.003919277497091e-08,-0.6897173948781969,0.05015595935725514,-0.9557360097723122,-0.4644243915238959,0.05129788631268184,0.05129788631268184,-0.03406116103980139
-2.899665551839465,0.2918332456295873,0.08399110142435373,0.1498808084476501,0.5429574392452348,0.0462259003282548,0.0462259003282548,0.046225900328254355,-0.36893009604397026,0.07911348464960022,-0.19209915340100664,-0.21719571226733306,0.08023966108320035,0.08023966108320035,0.0008970224147392386,-0.2113074530536875,0.2450683056456081,0.0890750380743017,-1.4941519366885838,0.0786585091492269,0.0786585091492269,6.952142515273194e-08,-0.6858386602969982,0.049587698269704106,-0.9504884780269511,-0.46207122540699713,0.05100159446175212,0.05100159446175212,-0.03354939889760544
-2.879598662207358,0.2611275990461868,0.09926136459075097,0.11101942467359494,0.5792885481889126,0.04570081729594089,0.04570081729594089,0.045700817295940555,-0.4074700899495029,0.0784452140220756,-0.21278240384507058,-0.2521490686736788,0.07898528959779583,0.07898528959779583,0.0009246995445506433,-0.24021339242998413,0.2710758671970386,-0.014621260003704228,-1.233381874809038,0.07653622138248783,0.07653622138248783,7.903165336184056e-08,-0.6819599257157762,0.049024842266760515,-0.9452398666824827,-0.4597161107272392,0.050705302610879244,0.050705302610879244,-0.03303763675535265
-2.859531772575251,0.22797909762362423,0.11669014756879958,0.07515615209013157,0.6135720339078535,0.04508746115185236,0.04508746115185236,0.045087461151851915,-0.4462573564081949,0.07795917694759824,-0.23426193520938107,-0.2874259213028836,0.0776889900908756,0.0776889900908756,0.000948261755938161,-0.2692160641953907,0.2955028633663501,-0.21083420582891044,-0.8895917139343159,0.07444475426014663,0.07444475426014663,8.857370711011503e-08,-0.6780811911340776,0.048467391449889874,-0.9399927355546647,-0.4573623118726493,0.05040901076000637,0.05040901076000637,-0.0325258746131567
-2.839464882943144,0.1924191154473479,0.1359904186830917,0.042107156978009375,0.6453658054434426,0.04438962754291431,0.04438962754291431,0.04438962754291376,-0.48524477480890893,0.07763710850728744,-0.25650797983024365,-0.32298532825051285,0.0763523413942202,0.0763523413942202,0.000967532658224247,-0.29832714753940615,0.3183886444920676,-0.09305431909465278,-1.2165138853794386,0.07238326556183705,0.07238326556183705,9.815142892064324e-08,-0.6742024565519014,0.04791534560439459,-0.9347431681972453,-0.4550077577049715,0.05011271890913349,0.05011271890913349,-0.032014112470960754
-2.819397993311037,0.15448936666773486,0.1568468987461875,0.011609706752124582,0.6742571142651929,0.04361156230717378,0.04361156230717378,0.04361156230717378,-0.524384206904622,0.07746101356110624,-0.27948917455152034,-0.35878525089355184,0.07497698930448282,0.07497698930448282,0.000982343870905007,-0.3275583653081756,0.3397700781132217,-0.29167571332614106,-1.6170453617919547,0.07035092513931063,0.07035092513931063,1.0776867568045717e-07,-0.6703237219706569,0.04736870478006949,-0.929494832178962,-0.4526526965910934,0.04981642705831746,0.04981642705831746,-0.031502350328764805
